monthly_income,repayment_history_score,utility_bill_regularity,years_in_business,debt_to_income_ratio,group_membership,income_stability_score,repaid_on_time
21447.15,0.1746,0.1976,6,0.3934,0,0.2181,0
13713.5,0.9317,0.3721,15,0.8915,0,0.0072,0
22435.66,0.5304,0.7802,15,0.2064,1,0.6794,0
98102.58,0.1782,0.5271,20,0.6034,1,0.8162,0
48563.26,0.6459,0.1745,2,0.8447,0,0.1479,0
79487.69,0.1919,0.3961,7,0.6959,0,0.5639,0
65458.79,0.0635,0.6259,16,0.548,1,0.984,0
59379.25,0.6853,0.9732,9,0.456,1,0.2688,1
18787.37,0.1107,0.6618,13,0.8359,0,0.7308,0
94872.32,0.1062,0.0162,15,0.3553,0,0.1621,1
33627.55,0.7399,0.705,18,0.8111,1,0.9321,0
59911.64,0.0552,0.2509,4,0.3879,0,0.0004,0
71478.71,0.8098,0.8622,5,0.6809,0,0.2947,0
66677.15,0.7961,0.3839,9,0.8241,0,0.9764,0
94356.47,0.1414,0.1996,10,0.4956,0,0.6707,0
19101.7,0.5184,0.4679,19,0.2789,0,0.2118,0
53293.51,0.0966,0.2552,0,0.0459,1,0.7914,0
43383.27,0.6326,0.2358,5,0.7283,1,0.8981,0
50046.03,0.0629,0.5733,19,0.5598,1,0.4873,0
16325.66,0.9445,0.7673,12,0.2367,0,0.156,1
17738.99,0.2077,0.835,14,0.7897,0,0.2586,0
31417.18,0.6829,0.3977,5,0.8283,0,0.9431,0
33946.94,0.1283,0.0668,13,0.7984,0,0.1611,0
45650.81,0.2096,0.484,7,0.5414,0,0.3119,0
63043.82,0.4509,0.4338,15,0.8789,0,0.1455,1
65289.77,0.5731,0.197,1,0.7873,1,0.1056,0
44122.04,0.9989,0.8961,5,0.0938,0,0.522,1
43834.4,0.0259,0.9741,13,0.883,1,0.3967,0
25674.71,0.0003,0.0517,12,0.4939,1,0.0462,0
60889.09,0.3504,0.7957,17,0.828,1,0.1452,0
35118.89,0.3662,0.6457,16,0.6843,0,0.0377,0
8425.68,0.8838,0.2614,0,0.5828,0,0.0246,0
44748.0,0.9126,0.6352,1,0.294,1,0.1785,1
50042.6,0.8805,0.1286,7,0.0243,0,0.7436,0
26431.32,0.1432,0.0694,20,0.2491,1,0.0148,0
59383.5,0.4121,0.9935,10,0.6172,1,0.3045,0
58748.33,0.7459,0.6364,18,0.7768,1,0.5648,0
71690.21,0.3126,0.2532,1,0.0021,1,0.7437,0
66555.11,0.6632,0.45,20,0.1872,1,0.6779,1
66981.14,0.2371,0.9501,1,0.6058,0,0.9884,0
35040.34,0.3234,0.4387,16,0.2553,0,0.2756,0
79806.06,0.8604,0.9004,18,0.1275,1,0.0001,1
57168.72,0.2505,0.8688,6,0.0737,1,0.0382,0
45984.73,0.9643,0.3442,6,0.5741,0,0.0975,0
64471.19,0.3063,0.696,12,0.5354,0,0.9752,0
39262.45,0.0235,0.6605,15,0.7728,1,0.57,0
53710.23,0.2549,0.7712,2,0.2834,0,0.7994,0
74987.04,0.1712,0.3659,4,0.123,0,0.9851,0
89208.27,0.5068,0.0522,15,0.7192,1,0.8443,0
92500.43,0.1127,0.171,16,0.8894,0,0.4076,0
52845.13,0.626,0.6166,3,0.3244,1,0.8759,1
54426.14,0.8749,0.7751,18,0.7788,1,0.4338,0
80987.69,0.3625,0.756,18,0.6863,0,0.114,1
34872.82,0.1685,0.5837,18,0.8204,1,0.5481,0
84551.32,0.4,0.0848,5,0.3819,0,0.9157,0
51943.46,0.786,0.0173,14,0.0912,0,0.7845,0
16006.39,0.5915,0.7821,3,0.1065,0,0.4019,1
11845.62,0.1011,0.5494,4,0.6869,0,0.8549,0
84989.36,0.5372,0.7827,1,0.777,1,0.4642,0
10278.95,0.4681,0.1628,10,0.4113,0,0.6846,0
31658.09,0.3271,0.4074,14,0.0536,0,0.3331,0
36742.35,0.1102,0.9192,4,0.06,1,0.1947,0
21434.47,0.9811,0.1716,3,0.5387,1,0.3135,0
34819.87,0.176,0.0615,5,0.8268,1,0.8752,0
75555.79,0.1927,0.6535,4,0.3596,1,0.9898,0
6394.87,0.1456,0.5945,17,0.5856,1,0.2639,0
83581.48,0.5702,0.952,3,0.4878,0,0.1654,1
86372.06,0.4437,0.9065,5,0.8008,0,0.0711,0
40364.85,0.2496,0.7494,6,0.7491,1,0.7538,0
19593.23,0.4294,0.0192,4,0.1794,0,0.528,0
62079.84,0.6735,0.4804,19,0.6098,1,0.5561,0
16368.89,0.2817,0.8961,4,0.7628,0,0.0452,0
39667.34,0.9152,0.4337,10,0.8372,1,0.0811,0
96050.77,0.3063,0.9621,11,0.5309,0,0.9146,0
99569.12,0.1982,0.6525,5,0.1583,0,0.5767,0
78349.96,0.9546,0.1095,9,0.5024,0,0.2192,0
34541.34,0.8106,0.5093,3,0.5992,0,0.2075,0
70328.18,0.3431,0.6956,10,0.2452,1,0.2409,0
72013.6,0.8414,0.0654,0,0.8757,1,0.0638,0
41844.96,0.5188,0.3446,9,0.2064,1,0.0498,0
65884.42,0.3468,0.7171,7,0.8202,1,0.72,0
6019.13,0.8396,0.1571,7,0.3827,0,0.2638,0
24860.48,0.7522,0.3483,2,0.0005,1,0.3845,1
54883.39,0.2979,0.6899,20,0.489,0,0.5374,0
20556.37,0.6067,0.7755,0,0.5655,0,0.3201,1
20761.15,0.3694,0.5185,3,0.7824,0,0.4788,0
84448.91,0.0011,0.9569,2,0.4865,1,0.865,0
98967.64,0.9618,0.9253,20,0.0847,1,0.2441,1
57817.1,0.5496,0.4734,6,0.8341,0,0.7913,0
84711.62,0.5984,0.1603,9,0.5088,1,0.2639,0
99080.56,0.5999,0.7729,15,0.2444,0,0.1869,1
18451.61,0.5506,0.2431,1,0.809,1,0.0727,0
47583.33,0.29,0.8428,1,0.1088,0,0.6842,0
42294.41,0.9716,0.5871,3,0.0877,0,0.4116,1
12604.68,0.6217,0.3941,14,0.4815,0,0.7704,0
76756.37,0.6709,0.5564,20,0.5624,1,0.1327,0
46209.01,0.4548,0.5328,13,0.4599,1,0.6034,0
49586.06,0.2879,0.9247,18,0.8361,1,0.013,0
19313.93,0.0643,0.2144,18,0.2365,0,0.2338,0
22188.03,0.3502,0.9282,5,0.8912,0,0.6096,0
91174.84,0.1761,0.0313,3,0.0174,1,0.056,0
9241.66,0.6621,0.7692,3,0.1067,0,0.3772,1
27120.97,0.879,0.9197,16,0.1671,1,0.5617,1
32745.64,0.3028,0.3941,14,0.0716,0,0.7276,1
51568.77,0.3329,0.0731,18,0.3944,0,0.7057,0
60712.29,0.6704,0.8047,10,0.7788,1,0.1482,0
51862.55,0.1493,0.8429,20,0.7387,1,0.0752,0
12990.96,0.9294,0.3363,18,0.6703,0,0.3764,0
28148.41,0.3638,0.5186,16,0.0067,0,0.2408,0
85140.9,0.1012,0.8095,16,0.7791,1,0.3057,0
65570.93,0.1747,0.192,2,0.3568,0,0.3425,0
66669.16,0.9327,0.629,15,0.6585,0,0.3972,0
68669.31,0.2471,0.4306,19,0.6542,1,0.5186,0
77475.79,0.6623,0.1744,6,0.1598,1,0.0093,0
10520.31,0.1562,0.8314,17,0.4639,0,0.298,0
39827.8,0.1941,0.3247,7,0.8336,1,0.2644,0
56255.11,0.8792,0.9344,4,0.2367,0,0.2362,1
37153.37,0.148,0.5689,15,0.6435,1,0.7886,0
85225.49,0.0188,0.5145,3,0.8622,1,0.2513,0
50844.39,0.5012,0.4233,10,0.3246,0,0.151,0
78019.62,0.8627,0.4007,19,0.3489,0,0.8518,0
85941.47,0.326,0.818,3,0.4073,1,0.3829,0
52955.19,0.1282,0.6775,3,0.7281,0,0.184,0
91407.46,0.9822,0.7737,19,0.3954,0,0.7512,1
60776.77,0.6767,0.4211,16,0.4376,1,0.6572,0
85776.06,0.8507,0.2614,9,0.2001,1,0.9453,0
37356.13,0.7521,0.0869,8,0.8895,1,0.8778,0
52387.61,0.6982,0.7767,20,0.8031,1,0.6943,0
55484.05,0.3846,0.4153,15,0.5402,1,0.161,0
14973.07,0.3243,0.5092,19,0.8645,1,0.4832,0
42862.49,0.717,0.4693,1,0.6183,1,0.1188,0
92147.08,0.7167,0.4311,11,0.8632,1,0.5494,0
64929.06,0.9506,0.6839,15,0.1454,0,0.9168,1
21863.13,0.5687,0.6087,0,0.2029,0,0.0038,1
37191.29,0.2946,0.9721,10,0.7967,0,0.876,0
23202.29,0.4895,0.1389,1,0.3779,1,0.5393,0
7358.2,0.6137,0.5735,18,0.334,0,0.1512,1
93108.74,0.4267,0.0632,14,0.6789,0,0.8559,0
47579.7,0.7911,0.8079,3,0.5673,0,0.5369,0
34215.83,0.5846,0.6163,10,0.3097,1,0.4482,1
61855.33,0.0094,0.4284,2,0.3581,1,0.4997,1
5694.87,0.5698,0.8022,16,0.3675,0,0.1474,1
31412.1,0.6336,0.455,4,0.1137,1,0.1127,0
71788.18,0.9153,0.2278,12,0.2066,0,0.6616,0
65208.13,0.4137,0.4725,1,0.4838,0,0.8804,0
98271.57,0.5745,0.0708,3,0.7036,1,0.6945,0
63933.98,0.475,0.8979,20,0.3771,0,0.8408,0
50363.06,0.5317,0.731,8,0.345,0,0.8448,1
77336.09,0.0673,0.7603,2,0.5855,0,0.032,0
90816.15,0.8973,0.8745,14,0.1415,1,0.771,1
73466.11,0.9104,0.7916,4,0.3427,1,0.7721,1
96505.07,0.5481,0.4319,12,0.1873,1,0.35,0
79290.49,0.5566,0.1186,17,0.5865,0,0.4098,0
87346.14,0.0576,0.3734,14,0.1011,1,0.7455,0
15839.89,0.598,0.9341,5,0.403,1,0.9866,1
74579.28,0.4292,0.9491,4,0.5366,0,0.9878,0
46808.43,0.709,0.7679,4,0.7503,0,0.4738,1
57544.86,0.0471,0.2044,13,0.6521,1,0.7896,0
67139.73,0.7109,0.1944,14,0.8486,0,0.4661,0
97132.44,0.2869,0.8798,10,0.6119,0,0.866,0
98534.92,0.6517,0.1419,8,0.3143,1,0.6497,0
32381.68,0.6271,0.5841,1,0.2086,0,0.9366,1
74706.58,0.2268,0.3783,17,0.0509,1,0.9972,0
76248.44,0.4405,0.302,13,0.2498,0,0.3302,0
37916.82,0.8356,0.6774,13,0.1232,0,0.9793,1
16767.63,0.6056,0.9596,2,0.3323,0,0.6925,1
8889.96,0.0687,0.7776,6,0.6323,0,0.2381,0
78847.6,0.4429,0.4862,6,0.6228,0,0.0031,1
51521.48,0.3118,0.4407,12,0.2863,1,0.6838,0
98626.32,0.6416,0.9077,16,0.4577,1,0.2224,1
49172.48,0.6146,0.5781,18,0.1951,1,0.2314,1
97902.11,0.0104,0.4966,10,0.4527,1,0.5522,0
44099.72,0.6077,0.6828,7,0.4591,1,0.0309,1
80399.8,0.7348,0.2372,8,0.2712,1,0.4164,0
13057.83,0.7687,0.0637,15,0.2335,1,0.7994,0
57768.86,0.059,0.8551,6,0.8816,1,0.0273,0
81195.68,0.3037,0.6073,8,0.4834,1,0.6239,0
92846.66,0.4213,0.1649,16,0.5059,0,0.1584,0
83145.39,0.1798,0.298,11,0.007,1,0.8628,0
8512.22,0.4207,0.9899,9,0.1637,0,0.3907,0
40406.72,0.0711,0.6344,15,0.321,0,0.8121,0
9626.35,0.1132,0.6361,6,0.8694,1,0.7238,0
15381.82,0.6687,0.0722,1,0.1577,0,0.8778,0
69154.03,0.2626,0.969,16,0.273,1,0.5169,0
72759.53,0.7114,0.8928,9,0.8911,1,0.4861,1
78503.46,0.0481,0.5478,6,0.433,0,0.0374,0
87218.37,0.5627,0.3094,1,0.2866,0,0.5338,0
75245.99,0.3914,0.6981,19,0.5709,0,0.522,0
81082.8,0.797,0.8334,15,0.4467,0,0.6064,0
9651.55,0.784,0.7861,5,0.8617,0,0.131,0
27280.84,0.3756,0.977,12,0.0749,1,0.54,0
64080.29,0.6227,0.6369,9,0.7115,0,0.454,1
86521.9,0.2275,0.3212,6,0.2512,0,0.596,0
5427.51,0.5804,0.4979,6,0.726,0,0.6606,0
53889.79,0.0813,0.8163,1,0.7629,1,0.3614,0
69342.3,0.4346,0.2653,20,0.7643,1,0.5041,0
7812.69,0.1827,0.2314,19,0.78,0,0.3951,0
43128.78,0.8834,0.7248,18,0.6463,0,0.7655,0
90085.31,0.4449,0.4444,6,0.1282,1,0.7964,0
68803.22,0.5908,0.8166,20,0.0467,1,0.2929,1
27577.54,0.3604,0.1437,5,0.3067,1,0.2595,0
86014.21,0.2887,0.3357,17,0.4456,0,0.6783,0
38062.99,0.2029,0.2681,2,0.2724,0,0.774,0
86067.74,0.9119,0.6979,6,0.668,1,0.0109,0
33399.65,0.7995,0.7593,12,0.6502,0,0.4274,0
61080.42,0.1333,0.456,20,0.8747,1,0.3077,0
42709.31,0.7467,0.478,5,0.3605,0,0.7665,0
31108.38,0.4185,0.132,9,0.7072,0,0.1435,0
89222.97,0.0154,0.7018,17,0.6671,1,0.7782,0
22821.4,0.5284,0.9923,9,0.8899,1,0.6614,0
13057.1,0.13,0.7779,14,0.6963,1,0.8429,0
37483.06,0.2099,0.2231,8,0.2552,0,0.9902,0
73175.72,0.696,0.6231,0,0.0137,0,0.4766,1
81706.0,0.2571,0.295,5,0.8713,1,0.6994,0
99880.62,0.8919,0.0302,11,0.6445,0,0.71,1
33154.4,0.6572,0.1798,0,0.7313,0,0.8446,1
43754.49,0.8323,0.1026,4,0.7139,1,0.5181,0
17998.02,0.6152,0.1959,20,0.6622,0,0.1076,0
59612.83,0.8688,0.7956,0,0.6763,0,0.9794,0
99770.1,0.3617,0.2928,5,0.8365,1,0.0568,0
71583.7,0.5491,0.757,13,0.8227,1,0.9624,1
61545.22,0.5159,0.9489,11,0.3413,0,0.2554,0
42275.06,0.9038,0.5743,4,0.0279,0,0.4925,1
91953.38,0.1649,0.4854,1,0.0348,0,0.9507,0
52207.08,0.5781,0.7501,18,0.402,0,0.6767,1
17764.86,0.7544,0.0971,11,0.7515,0,0.5856,0
39710.95,0.37,0.4282,12,0.7629,1,0.3259,0
11380.83,0.8676,0.4988,1,0.364,0,0.2924,0
24188.01,0.373,0.8311,4,0.2715,0,0.0328,0
6678.53,0.1733,0.8142,1,0.4559,1,0.5863,0
48061.59,0.584,0.8483,20,0.7493,1,0.4301,0
65281.33,0.4206,0.6979,16,0.5728,0,0.2243,0
37612.78,0.0152,0.5306,11,0.1258,1,0.3842,0
44936.27,0.0698,0.8279,14,0.326,1,0.9409,0
96124.88,0.1953,0.8733,3,0.4999,1,0.8484,0
76436.5,0.7693,0.4805,20,0.4844,0,0.4304,1
56381.38,0.892,0.9857,10,0.7476,1,0.98,0
32031.38,0.5456,0.8748,10,0.839,1,0.4621,0
90214.7,0.1056,0.5105,20,0.0904,1,0.3491,0
27334.23,0.5344,0.0693,2,0.202,1,0.3879,0
35907.56,0.8556,0.2245,8,0.3529,1,0.8746,0
91361.16,0.7495,0.7764,1,0.2668,1,0.2678,1
55306.5,0.2911,0.1112,8,0.3675,1,0.2221,0
75520.21,0.1239,0.4698,5,0.0366,0,0.9605,0
61120.76,0.9007,0.6049,9,0.0594,1,0.7343,1
67076.72,0.8541,0.8783,14,0.7545,1,0.7638,0
33441.41,0.0537,0.8471,5,0.0923,1,0.7403,0
27930.35,0.8237,0.7643,1,0.7417,1,0.6829,0
35636.77,0.0972,0.4077,3,0.2759,0,0.0912,0
19766.95,0.0633,0.1422,15,0.2783,1,0.7537,0
88059.86,0.7586,0.6696,12,0.0907,0,0.2489,1
31908.46,0.5363,0.1813,20,0.0119,0,0.1324,1
58341.49,0.4145,0.5613,18,0.3198,0,0.983,0
80237.57,0.9039,0.9807,3,0.7518,1,0.0279,0
79463.29,0.8393,0.5503,15,0.828,0,0.0316,0
46646.69,0.0576,0.6456,1,0.0554,1,0.3099,0
50244.44,0.6161,0.6776,2,0.0278,0,0.8442,1
99496.67,0.7723,0.8304,16,0.1429,0,0.9779,0
69086.76,0.5505,0.435,8,0.6897,0,0.1185,0
82390.65,0.983,0.4975,20,0.1844,1,0.3954,1
90742.63,0.686,0.176,0,0.2077,0,0.7343,0
79821.03,0.1041,0.6147,10,0.8,1,0.6455,1
22592.04,0.1983,0.2958,6,0.7875,1,0.2334,1
58406.22,0.8262,0.5076,20,0.6033,0,0.3292,0
14679.94,0.9968,0.7666,14,0.1476,1,0.5944,1
67027.6,0.0983,0.0176,16,0.343,1,0.0354,0
95758.2,0.1003,0.5639,6,0.2126,0,0.7582,0
53709.55,0.7634,0.1734,18,0.6047,0,0.2754,0
46132.39,0.0644,0.2794,17,0.7019,1,0.8283,1
8405.06,0.0686,0.0347,16,0.1279,0,0.6837,0
96178.58,0.8888,0.1695,10,0.8082,1,0.6454,0
14785.25,0.8004,0.9866,19,0.4165,1,0.7674,1
8902.51,0.8816,0.9985,14,0.7155,1,0.0751,0
28376.33,0.6505,0.7198,1,0.0465,0,0.26,1
11225.39,0.3225,0.6119,18,0.3245,0,0.5217,0
48236.2,0.9063,0.777,0,0.0133,1,0.7772,1
54028.34,0.2987,0.8966,14,0.6466,0,0.8491,0
34694.15,0.2755,0.5193,5,0.0715,1,0.3821,0
9841.25,0.8864,0.0353,18,0.3045,0,0.7936,0
15602.03,0.6808,0.7094,15,0.7036,0,0.2203,0
41527.92,0.8957,0.9846,16,0.6741,1,0.0824,0
10750.2,0.1559,0.2581,14,0.5763,1,0.2466,0
71328.02,0.9523,0.4635,11,0.6246,1,0.9031,0
24666.95,0.6127,0.3613,18,0.5861,1,0.544,0
33696.8,0.668,0.3905,6,0.5771,1,0.4813,0
42441.95,0.9141,0.7214,11,0.3147,0,0.7433,0
44577.92,0.3808,0.3784,6,0.0253,1,0.0101,0
5157.77,0.7196,0.9411,2,0.3976,0,0.1183,1
15646.69,0.6403,0.7897,18,0.0409,1,0.0996,0
86962.63,0.7878,0.0276,10,0.422,1,0.1217,0
5117.14,0.8969,0.8185,1,0.4177,1,0.4535,1
53275.9,0.6801,0.7729,17,0.1608,0,0.2807,1
51502.69,0.0676,0.5165,19,0.7058,1,0.7857,0
36643.95,0.1831,0.4968,13,0.6338,1,0.839,0
45976.07,0.954,0.8355,6,0.5036,1,0.9249,0
79155.21,0.9687,0.4248,18,0.8333,0,0.1961,0
84914.35,0.9674,0.1595,15,0.2585,0,0.5029,0
29733.11,0.0368,0.3129,5,0.2358,0,0.0487,0
35636.59,0.3824,0.2652,6,0.1651,1,0.2399,0
28035.87,0.7597,0.6811,20,0.49,0,0.6151,1
50587.02,0.7529,0.1789,20,0.1848,0,0.4224,0
69909.54,0.0859,0.6448,14,0.782,1,0.6907,1
26684.02,0.6095,0.466,0,0.2739,0,0.8392,1
36419.9,0.1429,0.8397,4,0.4418,0,0.0595,0
93386.54,0.4932,0.485,7,0.4766,1,0.9386,0
9614.08,0.2397,0.9298,11,0.2769,0,0.0424,0
48773.11,0.0532,0.9005,18,0.6646,0,0.9817,0
72598.01,0.08,0.1853,17,0.6229,0,0.6376,0
19293.13,0.9109,0.6862,5,0.6847,0,0.0433,0
9500.53,0.7446,0.2146,2,0.5453,1,0.3936,0
18129.51,0.9318,0.8233,5,0.4142,1,0.2582,0
92288.2,0.47,0.6357,4,0.404,1,0.7986,0
5879.68,0.4133,0.2941,18,0.6449,0,0.2255,0
22890.59,0.3584,0.2491,0,0.3393,0,0.8262,0
7971.93,0.6163,0.4296,17,0.3935,0,0.3123,0
15509.8,0.3516,0.8007,13,0.1473,0,0.9891,0
63914.18,0.7463,0.7962,2,0.6117,0,0.2704,0
27955.7,0.8013,0.0334,14,0.0692,1,0.685,0
59075.14,0.8758,0.3023,12,0.8915,1,0.8002,0
61068.56,0.2428,0.4229,0,0.1294,1,0.2165,1
85696.36,0.527,0.5856,4,0.3447,0,0.0758,0
5450.43,0.2234,0.1495,7,0.214,1,0.5512,0
86070.1,0.0376,0.3353,4,0.2616,0,0.6771,0
63816.31,0.7078,0.8856,12,0.2902,1,0.8173,1
20460.63,0.549,0.4765,12,0.6465,1,0.2728,0
78429.05,0.7239,0.7441,3,0.1591,0,0.8723,1
86271.7,0.0876,0.4848,2,0.2375,0,0.9158,1
29155.03,0.9955,0.465,13,0.0911,0,0.7792,1
92285.4,0.9943,0.6219,9,0.2983,1,0.0076,1
48173.46,0.465,0.2594,5,0.8471,1,0.0872,0
62325.32,0.8661,0.2498,5,0.3421,0,0.9977,0
98541.71,0.2436,0.9894,0,0.6996,0,0.7339,0
39345.93,0.7376,0.869,17,0.4155,1,0.6268,1
82250.14,0.8792,0.7378,17,0.4046,1,0.9014,1
35247.92,0.8147,0.1371,11,0.7416,1,0.0396,0
80925.28,0.8118,0.0302,7,0.0241,1,0.7574,0
62069.72,0.463,0.1754,4,0.7784,0,0.6547,0
25553.79,0.82,0.9377,6,0.4367,1,0.8482,1
44332.48,0.6907,0.8163,19,0.316,0,0.7779,1
35175.39,0.1325,0.5231,1,0.8162,0,0.4849,0
12420.3,0.1142,0.9688,17,0.3059,0,0.071,1
7834.3,0.7719,0.1466,6,0.8799,0,0.9094,0
37915.47,0.6255,0.5592,5,0.8427,0,0.7635,0
6808.24,0.5194,0.1832,17,0.2411,0,0.3564,0
20721.34,0.9073,0.3064,20,0.3065,0,0.9839,0
73892.42,0.6596,0.9401,20,0.731,0,0.3111,0
72268.67,0.3961,0.8683,5,0.176,0,0.3706,0
75165.14,0.4139,0.1018,12,0.6588,0,0.9747,0
35129.55,0.6052,0.2495,6,0.1162,0,0.6681,0
89551.85,0.7603,0.5945,4,0.185,1,0.8792,1
61413.9,0.5644,0.0614,8,0.4505,0,0.8878,0
16972.5,0.5088,0.5501,1,0.6713,1,0.5364,0
18653.27,0.7269,0.5845,3,0.6655,0,0.267,0
70844.07,0.7053,0.291,12,0.548,0,0.8474,0
21429.67,0.8303,0.2931,14,0.2449,1,0.5019,0
53192.81,0.0626,0.2291,5,0.3738,0,0.5644,0
99218.58,0.755,0.9357,11,0.2216,0,0.5414,1
5380.72,0.5138,0.3889,16,0.2493,0,0.0096,0
6575.08,0.0747,0.5853,18,0.2909,1,0.0459,0
99343.04,0.679,0.3016,11,0.539,1,0.6164,0
60540.69,0.7165,0.7027,5,0.1868,1,0.7944,1
17056.45,0.5236,0.1014,14,0.0383,0,0.457,0
90243.71,0.7938,0.0716,3,0.6232,0,0.1904,0
88636.13,0.3002,0.7443,2,0.0196,1,0.4066,0
55939.04,0.2019,0.7267,7,0.8737,0,0.7683,0
64070.24,0.3507,0.265,6,0.3153,1,0.1086,0
30952.78,0.4101,0.355,3,0.0059,0,0.5602,0
9799.37,0.6959,0.9573,1,0.7961,0,0.7022,0
61483.92,0.8455,0.1043,19,0.5398,1,0.4158,0
33001.74,0.7209,0.1831,14,0.7357,0,0.6013,0
68044.0,0.174,0.43,15,0.3915,0,0.8835,0
84443.29,0.3662,0.2821,1,0.3188,0,0.2128,1
6725.25,0.1584,0.649,16,0.5897,0,0.1351,0
61592.81,0.6867,0.6906,7,0.3654,0,0.0608,1
26971.65,0.2482,0.5264,15,0.5006,1,0.7262,0
88019.41,0.5254,0.6112,10,0.25,0,0.9005,1
29098.13,0.7918,0.4334,5,0.2994,1,0.6904,0
63023.16,0.6709,0.7604,5,0.074,0,0.9765,1
57586.38,0.2984,0.0421,2,0.7032,0,0.7081,0
42635.82,0.3329,0.3129,17,0.314,1,0.2885,0
69373.97,0.6534,0.6844,9,0.8775,1,0.2556,0
73948.12,0.5495,0.3296,16,0.2338,0,0.6667,0
58859.09,0.0964,0.0785,17,0.4275,0,0.6758,0
77050.11,0.874,0.345,3,0.275,1,0.5238,0
98424.62,0.5126,0.7115,6,0.6245,0,0.5269,1
44830.88,0.4734,0.122,2,0.7275,1,0.4166,0
53885.39,0.1984,0.7246,0,0.4383,0,0.3499,0
6184.64,0.377,0.7755,20,0.3302,1,0.6341,0
80622.71,0.3328,0.6353,13,0.6703,1,0.7475,1
54421.86,0.2707,0.2442,9,0.1723,0,0.8134,0
43756.34,0.5674,0.8053,4,0.5395,0,0.3078,0
13936.84,0.4623,0.2144,12,0.6603,0,0.8577,0
89517.36,0.8892,0.9058,11,0.2423,1,0.3027,0
42525.69,0.9413,0.7066,4,0.5901,0,0.3049,1
69845.25,0.2195,0.0547,0,0.6617,1,0.806,0
19190.54,0.1001,0.7993,9,0.1057,1,0.9694,0
96347.21,0.7853,0.5064,10,0.2915,1,0.9322,1
21951.97,0.9949,0.4526,16,0.3657,0,0.1111,1
23956.49,0.8636,0.4205,8,0.6984,0,0.2885,0
86603.37,0.0237,0.6066,2,0.5108,1,0.7599,0
91695.36,0.2513,0.7246,18,0.4046,0,0.8062,0
25154.0,0.0433,0.896,8,0.2869,0,0.5043,0
49631.08,0.8208,0.2729,15,0.0037,1,0.0161,0
74682.02,0.5814,0.6308,0,0.0182,0,0.5018,1
88444.74,0.5137,0.6863,0,0.2164,0,0.0311,0
41010.01,0.5544,0.6748,0,0.105,1,0.2814,1
54116.85,0.2525,0.493,16,0.1076,1,0.6569,0
75463.06,0.6016,0.391,5,0.5425,1,0.1346,1
74457.92,0.0307,0.7624,16,0.5449,0,0.7125,0
79381.21,0.646,0.3,19,0.0403,1,0.6214,0
59143.71,0.7344,0.2081,13,0.5345,1,0.4297,0
14938.43,0.673,0.5458,20,0.1312,1,0.3722,1
90877.46,0.3321,0.2676,19,0.3395,1,0.9147,0
87229.39,0.8263,0.0332,15,0.8907,1,0.5532,0
80819.26,0.7155,0.0516,16,0.4698,1,0.8889,0
14486.94,0.1283,0.695,12,0.0308,1,0.4124,0
24417.75,0.1951,0.9731,4,0.3129,0,0.5946,0
75642.03,0.6371,0.4547,2,0.6038,1,0.9546,0
7198.31,0.2894,0.1471,8,0.2021,0,0.1241,0
98026.34,0.1194,0.8181,9,0.868,1,0.2628,0
40828.74,0.155,0.2614,7,0.3828,0,0.9167,0
73334.69,0.1656,0.9956,2,0.019,0,0.422,0
89319.25,0.4778,0.5633,10,0.4865,0,0.272,0
42489.84,0.6074,0.2326,10,0.6086,1,0.9973,0
35317.59,0.1764,0.496,20,0.4104,1,0.1022,0
62830.41,0.7125,0.3354,20,0.8354,0,0.6115,0
60193.99,0.281,0.7795,12,0.8117,0,0.7881,0
43868.3,0.3116,0.1058,17,0.1251,1,0.7867,0
62168.6,0.2235,0.857,6,0.072,0,0.4418,0
93861.23,0.7852,0.7673,20,0.2811,0,0.044,1
49425.82,0.9598,0.8614,19,0.5473,0,0.841,0
23690.51,0.4925,0.895,2,0.5414,1,0.8027,0
40834.57,0.042,0.2298,14,0.2445,0,0.2374,0
42440.16,0.2606,0.521,9,0.856,0,0.3405,0
17455.33,0.1581,0.8499,5,0.2766,1,0.5126,1
20472.79,0.8428,0.3774,8,0.7238,0,0.1141,0
70033.4,0.0849,0.0604,19,0.7488,1,0.8206,0
37250.39,0.9665,0.2916,19,0.0886,1,0.9221,0
95715.35,0.5885,0.2419,7,0.2093,0,0.3082,0
28141.69,0.5177,0.8701,9,0.1937,0,0.924,0
14397.83,0.8474,0.4638,10,0.8277,0,0.8009,1
76582.93,0.0275,0.6835,15,0.316,0,0.7278,0
88698.42,0.7772,0.9621,10,0.7528,1,0.9692,0
31420.77,0.1166,0.2992,8,0.4302,1,0.3247,0
24198.37,0.8408,0.7612,19,0.4115,1,0.9156,1
22647.78,0.5292,0.0228,7,0.8131,0,0.0984,0
54591.17,0.0611,0.1041,5,0.3968,1,0.478,0
49499.58,0.8332,0.1619,6,0.6704,1,0.552,0
29646.78,0.0273,0.3124,6,0.3819,1,0.1228,0
9291.45,0.1384,0.403,11,0.0917,0,0.7374,0
50741.68,0.7978,0.477,13,0.0478,1,0.4752,1
96136.57,0.4649,0.2453,2,0.1874,0,0.4555,0
66989.32,0.8814,0.0662,18,0.65,1,0.5814,1
52073.12,0.6354,0.6775,5,0.3363,1,0.1347,1
15515.75,0.6235,0.0237,2,0.4087,1,0.2,0
